Index,Predicted,Correct,Prompt,Response,Rouge_Score,Bleu_Score,Containing
5598,The museum continues to acquire examples of modern fashion.,modern,"You are posed with a question answering task. You are given a context containing relevant information and a question about the content. The answer is contained within the context. Answer the question as concisely as possible. Do not add any extra context.

Context: In 2002, the Museum acquired the Costiff collection of 178 Vivienne Westwood costumes. Other famous designers with work in the collection include Coco Chanel, Hubert de Givenchy, Christian Dior, Cristóbal Balenciaga, Yves Saint Laurent, Guy Laroche, Irene Galitzine, Mila Schön, Valentino Garavani, Norman Norell, Norman Hartnell, Zandra Rhodes, Hardy Amies, Mary Quant, Christian Lacroix, Jean Muir and Pierre Cardin. The museum continues to acquire examples of modern fashion to add to the collection.

Question: Which examples of fashion does the museum continue to acquire for its collection?",The museum continues to acquire examples of modern fashion.,0.19999999999999998,0.023980296761827107,1.0
5603,"The John Jones Collection was valued at £250,000 when it was left to the museum in 1882.","£250,000","You are posed with a question answering task. You are given a context containing relevant information and a question about the content. The answer is contained within the context. Answer the question as concisely as possible. Do not add any extra context.

Context: The Soulages collection of Italian and French Renaissance objects was acquired between 1859 and 1865, and includes several cassone. The John Jones Collection of French 18th-century art and furnishings was left to the museum in 1882, then valued at £250,000. One of the most important pieces in this collection is a marquetry commode by the ébéniste Jean Henri Riesener dated c1780. Other signed pieces of furniture in the collection include a bureau by Jean-François Oeben, a pair of pedestals with inlaid brass work by André Charles Boulle, a commode by Bernard Vanrisamburgh and a work-table by Martin Carlin. Other 18th-century ébénistes represented in the Museum collection include Adam Weisweiler, David Roentgen, Gilles Joubert & Pierre Langlois. In 1901, Sir George Donaldson donated several pieces of art Nouveau furniture to the museum, which he had acquired the previous year at the Paris Exposition Universelle. This was criticized at the time, with the result that the museum ceased to collect contemporary items and did not do so again until the 1960s. In 1986 the Lady Abingdon collection of French Empire furniture was bequeathed by Mrs T. R. P. Hole.

Question: What was the value of the John Jones Collection when it was left to the museum?","The John Jones Collection was valued at £250,000 when it was left to the museum in 1882.",0.19999999999999998,0.011502783619900045,1.0
5605,The Antwerp City Hall doors in the V&A collection have been attributed to Hans Vredeman de Vries.,Hans Vredeman de Vries,"You are posed with a question answering task. You are given a context containing relevant information and a question about the content. The answer is contained within the context. Answer the question as concisely as possible. Do not add any extra context.

Context: There are a set of beautiful inlaid doors, dated 1580 from Antwerp City Hall, attributed to Hans Vredeman de Vries. One of the finest pieces of continental furniture in the collection is the Rococo Augustus Rex Bureau Cabinet dated c1750 from Germany, with especially fine marquetry and ormolu mounts. One of the grandest pieces of 19th-century furniture is the highly elaborate French Cabinet dated 1861–1867 made by M. Fourdinois, made from ebony inlaid with box, lime, holly, pear, walnut and mahogany woods as well as marble with gilded carvings. Furniture designed by Ernest Gimson, Edward William Godwin, Charles Voysey, Adolf Loos and Otto Wagner are among the late 19th-century and early 20th-century examples in the collection. The work of modernists in the collection include Le Corbusier, Marcel Breuer, Charles and Ray Eames, and Giò Ponti.

Question: To whom has the Antwerp City Hall doors in the V&A collection been attributed?",The Antwerp City Hall doors in the V&A collection have been attributed to Hans Vredeman de Vries.,0.3636363636363636,0.05692994482485313,1.0
5622,The Becket Casket is dated c1180.,c1180,"You are posed with a question answering task. You are given a context containing relevant information and a question about the content. The answer is contained within the context. Answer the question as concisely as possible. Do not add any extra context.

Context: One of the rarest items in the collection is the 58 cm high Gloucester Candlestick, dated to c1110, made from gilt bronze; with highly elaborate and intricate intertwining branches containing small figures and inscriptions, it is a tour de force of bronze casting. Also of importance is the Becket Casket dated c1180 to contain relics of St Thomas Becket, made from gilt copper, with enamelled scenes of the saint's martyrdom. Another highlight is the 1351 Reichenau Crozier. The Burghley Nef, a salt-cellar, French, dated 1527–28, uses a nautilus shell to form the hull of a vessel, which rests on the tail of a parcelgilt mermaid, who rests on a hexagonal gilt plinth on six claw-and-ball feet. Both masts have main and top-sails, and battlemented fighting-tops are made from gold. These items are displayed in the new Medieval & Renaissance galleries.

Question: To which year is the Becket Casket dated?",The Becket Casket is dated c1180.,0.2857142857142857,0.0,1.0
5623,The Becket Casket is made from gilt copper.,gilt copper,"You are posed with a question answering task. You are given a context containing relevant information and a question about the content. The answer is contained within the context. Answer the question as concisely as possible. Do not add any extra context.

Context: One of the rarest items in the collection is the 58 cm high Gloucester Candlestick, dated to c1110, made from gilt bronze; with highly elaborate and intricate intertwining branches containing small figures and inscriptions, it is a tour de force of bronze casting. Also of importance is the Becket Casket dated c1180 to contain relics of St Thomas Becket, made from gilt copper, with enamelled scenes of the saint's martyrdom. Another highlight is the 1351 Reichenau Crozier. The Burghley Nef, a salt-cellar, French, dated 1527–28, uses a nautilus shell to form the hull of a vessel, which rests on the tail of a parcelgilt mermaid, who rests on a hexagonal gilt plinth on six claw-and-ball feet. Both masts have main and top-sails, and battlemented fighting-tops are made from gold. These items are displayed in the new Medieval & Renaissance galleries.

Question: Which material is the Becket Casket made from?",The Becket Casket is made from gilt copper.,0.4,0.02777619034011792,1.0
5626,The Horniman Museum and other institutions were possible candidates for loans of material to ensure that the instruments remained publicly viewable.,Horniman Museum,"You are posed with a question answering task. You are given a context containing relevant information and a question about the content. The answer is contained within the context. Answer the question as concisely as possible. Do not add any extra context.

Context: The Musical Instruments gallery closed 25 February 2010, a decision which was highly controversial. An online petition of over 5,100 names on the Parliamentary website led to Chris Smith asking Parliament about the future of the collection. The answer, from Bryan Davies was that the museum intended to preserve and care for the collection and keep it available to the public, with items being redistributed to the British Galleries, the Medieval & Renaissance Galleries, and the planned new galleries for Furniture and Europe 1600–1800, and that the Horniman Museum and other institutions were possible candidates for loans of material to ensure that the instruments remained publicly viewable. The Horniman went on to host a joint exhibition with the V&A of musical instruments, and has the loan of 35 instruments from the museum.

Question: Which museum would receive items on loans from the Musical Instruments gallery?",The Horniman Museum and other institutions were possible candidates for loans of material to ensure that the instruments remained publicly viewable.,0.17391304347826084,0.019316954186233335,1.0
5628,The Musical Instruments gallery was closed in 2010.,2010,"You are posed with a question answering task. You are given a context containing relevant information and a question about the content. The answer is contained within the context. Answer the question as concisely as possible. Do not add any extra context.

Context: The Musical Instruments gallery closed 25 February 2010, a decision which was highly controversial. An online petition of over 5,100 names on the Parliamentary website led to Chris Smith asking Parliament about the future of the collection. The answer, from Bryan Davies was that the museum intended to preserve and care for the collection and keep it available to the public, with items being redistributed to the British Galleries, the Medieval & Renaissance Galleries, and the planned new galleries for Furniture and Europe 1600–1800, and that the Horniman Museum and other institutions were possible candidates for loans of material to ensure that the instruments remained publicly viewable. The Horniman went on to host a joint exhibition with the V&A of musical instruments, and has the loan of 35 instruments from the museum.

Question: In which year was the Musical Instruments gallery closed?",The Musical Instruments gallery was closed in 2010.,0.2222222222222222,0.0,1.0
5629,The museum has approximately 1130 British oil paintings.,1130,"You are posed with a question answering task. You are given a context containing relevant information and a question about the content. The answer is contained within the context. Answer the question as concisely as possible. Do not add any extra context.

Context: The collection includes about 1130 British and 650 European oil paintings, 6800 British watercolours, pastels and 2000 miniatures, for which the museum holds the national collection. Also on loan to the museum, from Her Majesty the Queen Elizabeth II, are the Raphael Cartoons: the seven surviving (there were ten) full scale designs for tapestries in the Sistine Chapel, of the lives of Peter and Paul from the Gospels and the Acts of the Apostles. There is also on display a fresco by Pietro Perugino dated 1522 from the church of Castello at Fontignano (Perugia) and is amongst the painter's last works. One of the largest objects in the collection is the Spanish tempera on wood, 670 x 486 cm, retable of St George, c. 1400, consisting of numerous scenes and painted by Andrés Marzal De Sax in Valencia.

Question: Approximately how many British oil paintings does the museum have?",The museum has approximately 1130 British oil paintings.,0.2222222222222222,0.02777619034011792,1.0
5633,"Andrés Marzal De Sax from Valencia painted the Spanish tempera on wood retable of St. George, c. 1400.",Andrés Marzal De Sax,"You are posed with a question answering task. You are given a context containing relevant information and a question about the content. The answer is contained within the context. Answer the question as concisely as possible. Do not add any extra context.

Context: The collection includes about 1130 British and 650 European oil paintings, 6800 British watercolours, pastels and 2000 miniatures, for which the museum holds the national collection. Also on loan to the museum, from Her Majesty the Queen Elizabeth II, are the Raphael Cartoons: the seven surviving (there were ten) full scale designs for tapestries in the Sistine Chapel, of the lives of Peter and Paul from the Gospels and the Acts of the Apostles. There is also on display a fresco by Pietro Perugino dated 1522 from the church of Castello at Fontignano (Perugia) and is amongst the painter's last works. One of the largest objects in the collection is the Spanish tempera on wood, 670 x 486 cm, retable of St George, c. 1400, consisting of numerous scenes and painted by Andrés Marzal De Sax in Valencia.

Question: Who painted the retable of St. George that is in the V&A collection?","Andrés Marzal De Sax from Valencia painted the Spanish tempera on wood retable of St. George, c. 1400.",0.4166666666666667,0.13445273575332964,1.0
5635,John Sheepshanks donated 233 paintings.,233,"You are posed with a question answering task. You are given a context containing relevant information and a question about the content. The answer is contained within the context. Answer the question as concisely as possible. Do not add any extra context.

Context: In 1857 John Sheepshanks donated 233 paintings, mainly by contemporary British artists, and a similar number of drawings to the museum with the intention of forming a 'A National Gallery of British Art', a role since taken on by Tate Britain; artists represented are William Blake, James Barry, Henry Fuseli, Sir Edwin Henry Landseer, Sir David Wilkie, William Mulready, William Powell Frith, Millais and Hippolyte Delaroche. Although some of Constable's works came to the museum with the Sheepshanks bequest, the majority of the artist's works were donated by his daughter Isabel in 1888, including the large number of sketches in oil, the most significant being the 1821 full size oil sketch for The Hay Wain. Other artists with works in the collection include: Bernardino Fungai, Marcus Gheeraerts the Younger, Domenico di Pace Beccafumi, Fioravante Ferramola, Jan Brueghel the Elder, Anthony van Dyck, Ludovico Carracci, Antonio Verrio, Giovanni Battista Tiepolo, Domenico Tiepolo, Canaletto, Francis Hayman, Pompeo Batoni, Benjamin West, Paul Sandby, Richard Wilson, William Etty, Henry Fuseli, Sir Thomas Lawrence, James Barry, Francis Danby, Richard Parkes Bonington and Alphonse Legros.

Question: How many paintings did John Sheeshanks give to the museum?",John Sheepshanks donated 233 paintings.,0.33333333333333337,0.05372849659117709,1.0
5639,The French paintings donated by Jones are displayed in the galleries of continental art 1600–1800.,continental art 1600–1800,"You are posed with a question answering task. You are given a context containing relevant information and a question about the content. The answer is contained within the context. Answer the question as concisely as possible. Do not add any extra context.

Context: Several French paintings entered the collection as part of the 260 paintings and miniatures (not all the works were French, for example Carlo Crivelli's Virgin and Child) that formed part of the Jones bequest of 1882 and as such are displayed in the galleries of continental art 1600–1800, including the portrait of François, Duc d'Alençon by François Clouet, Gaspard Dughet and works by François Boucher including his portrait of Madame de Pompadour dated 1758, Jean François de Troy, Jean-Baptiste Pater and their contemporaries.

Question: In which galleries are the French paintings donated by Jones displayed?",The French paintings donated by Jones are displayed in the galleries of continental art 1600–1800.,0.4,0.027952555963587523,1.0
5648,The V&A has the world's most comprehensive collection of sculptures from post-classical European sculpture.,post-classical European,"You are posed with a question answering task. You are given a context containing relevant information and a question about the content. The answer is contained within the context. Answer the question as concisely as possible. Do not add any extra context.

Context: The sculpture collection at the V&A is the most comprehensive holding of post-classical European sculpture in the world. There are approximately 22,000 objects in the collection that cover the period from about 400 AD to 1914. This covers among other periods Byzantine and Anglo Saxon ivory sculptures, British, French and Spanish medieval statues and carvings, the Renaissance, Baroque, Neo-Classical, Victorian and Art Nouveau periods. All uses of sculpture are represented, from tomb and memorial, to portrait, allegorical, religious, mythical, statues for gardens including fountains, as well as architectural decorations. Materials used include, marble, alabaster, stone, terracotta, wood (history of wood carving), ivory, gesso, plaster, bronze, lead and ceramics.

Question: The V&A has the world's most comprehensive collection of sculptures from which period?",The V&A has the world's most comprehensive collection of sculptures from post-classical European sculpture.,0.3,0.030206205252435548,1.0
5651,"From tomb and memorial, to portrait, allegorical, religious, mythical, statues for gardens including fountains, as well as architectural decorations.",All,"You are posed with a question answering task. You are given a context containing relevant information and a question about the content. The answer is contained within the context. Answer the question as concisely as possible. Do not add any extra context.

Context: The sculpture collection at the V&A is the most comprehensive holding of post-classical European sculpture in the world. There are approximately 22,000 objects in the collection that cover the period from about 400 AD to 1914. This covers among other periods Byzantine and Anglo Saxon ivory sculptures, British, French and Spanish medieval statues and carvings, the Renaissance, Baroque, Neo-Classical, Victorian and Art Nouveau periods. All uses of sculpture are represented, from tomb and memorial, to portrait, allegorical, religious, mythical, statues for gardens including fountains, as well as architectural decorations. Materials used include, marble, alabaster, stone, terracotta, wood (history of wood carving), ivory, gesso, plaster, bronze, lead and ceramics.

Question: Which uses of sculpture are represented in the collection?","From tomb and memorial, to portrait, allegorical, religious, mythical, statues for gardens including fountains, as well as architectural decorations.",0.0,0.0,1.0
5654,"The Chancel Chapel from Santa Chiara Florence, dated 1493-1500, designed by Giuliano da Sangallo.",Chancel Chapel,"You are posed with a question answering task. You are given a context containing relevant information and a question about the content. The answer is contained within the context. Answer the question as concisely as possible. Do not add any extra context.

Context: The collection of Italian, Medieval, Renaissance, Baroque and Neoclassical sculpture (both original and in cast form) is unequalled outside of Italy. It includes Canova's The Three Graces, which the museum jointly owns with National Galleries of Scotland. Italian sculptors whose work is held by the museum include: Bartolomeo Bon, Bartolomeo Bellano, Luca della Robbia, Giovanni Pisano, Donatello, Agostino di Duccio, Andrea Riccio, Antonio Rossellino, Andrea del Verrocchio, Antonio Lombardo, Pier Jacopo Alari Bonacolsi, Andrea della Robbia, Michelozzo di Bartolomeo, Michelangelo (represented by a freehand wax model and casts of his most famous sculptures), Jacopo Sansovino, Alessandro Algardi, Antonio Calcagni, Benvenuto Cellini (Medusa's head dated c. 1547), Agostino Busti, Bartolomeo Ammannati, Giacomo della Porta, Giambologna (Samson Slaying a Philistine (Giambologna) c. 1562, his finest work outside Italy), Bernini (Neptune and Triton c. 1622–3), Giovanni Battista Foggini, Vincenzo Foggini (Samson and the Philistines), Massimiliano Soldani Benzi, Antonio Corradini, Andrea Brustolon, Giovanni Battista Piranesi, Innocenzo Spinazzi, Canova, Carlo Marochetti and Raffaelle Monti. An unusual sculpture is the ancient Roman statue of Narcissus restored by Valerio Cioli c1564 with plaster. There are several small scale bronzes by Donatello, Alessandro Vittoria, Tiziano Aspetti and Francesco Fanelli in the collection. The largest item from Italy is the Chancel Chapel from Santa Chiara Florence dated 1493–1500, designed by Giuliano da Sangallo it is 11.1 metres in height by 5.4 metres square, it includes a grand sculpted tabernacle by Antonio Rossellino and coloured terracotta decoration.

Question: What is the largest item from Italy that is part of the sculpture collection?","The Chancel Chapel from Santa Chiara Florence, dated 1493-1500, designed by Giuliano da Sangallo.",0.23529411764705882,0.030206205252435548,1.0
5655,Giuliano da Sangallo designed the Chancel Chapel from Santa Chiara Florence.,Giuliano da Sangallo,"You are posed with a question answering task. You are given a context containing relevant information and a question about the content. The answer is contained within the context. Answer the question as concisely as possible. Do not add any extra context.

Context: The collection of Italian, Medieval, Renaissance, Baroque and Neoclassical sculpture (both original and in cast form) is unequalled outside of Italy. It includes Canova's The Three Graces, which the museum jointly owns with National Galleries of Scotland. Italian sculptors whose work is held by the museum include: Bartolomeo Bon, Bartolomeo Bellano, Luca della Robbia, Giovanni Pisano, Donatello, Agostino di Duccio, Andrea Riccio, Antonio Rossellino, Andrea del Verrocchio, Antonio Lombardo, Pier Jacopo Alari Bonacolsi, Andrea della Robbia, Michelozzo di Bartolomeo, Michelangelo (represented by a freehand wax model and casts of his most famous sculptures), Jacopo Sansovino, Alessandro Algardi, Antonio Calcagni, Benvenuto Cellini (Medusa's head dated c. 1547), Agostino Busti, Bartolomeo Ammannati, Giacomo della Porta, Giambologna (Samson Slaying a Philistine (Giambologna) c. 1562, his finest work outside Italy), Bernini (Neptune and Triton c. 1622–3), Giovanni Battista Foggini, Vincenzo Foggini (Samson and the Philistines), Massimiliano Soldani Benzi, Antonio Corradini, Andrea Brustolon, Giovanni Battista Piranesi, Innocenzo Spinazzi, Canova, Carlo Marochetti and Raffaelle Monti. An unusual sculpture is the ancient Roman statue of Narcissus restored by Valerio Cioli c1564 with plaster. There are several small scale bronzes by Donatello, Alessandro Vittoria, Tiziano Aspetti and Francesco Fanelli in the collection. The largest item from Italy is the Chancel Chapel from Santa Chiara Florence dated 1493–1500, designed by Giuliano da Sangallo it is 11.1 metres in height by 5.4 metres square, it includes a grand sculpted tabernacle by Antonio Rossellino and coloured terracotta decoration.

Question: Who designed the largest item from Italy that is part of the V&A sculpture collection?",Giuliano da Sangallo designed the Chancel Chapel from Santa Chiara Florence.,0.42857142857142855,0.09329460218997072,1.0
5656,"The largest item from Italy that is included in the sculpture collection is dated 1493–1500, which corresponds to the Italian Renaissance period.",1493–1500,"You are posed with a question answering task. You are given a context containing relevant information and a question about the content. The answer is contained within the context. Answer the question as concisely as possible. Do not add any extra context.

Context: The collection of Italian, Medieval, Renaissance, Baroque and Neoclassical sculpture (both original and in cast form) is unequalled outside of Italy. It includes Canova's The Three Graces, which the museum jointly owns with National Galleries of Scotland. Italian sculptors whose work is held by the museum include: Bartolomeo Bon, Bartolomeo Bellano, Luca della Robbia, Giovanni Pisano, Donatello, Agostino di Duccio, Andrea Riccio, Antonio Rossellino, Andrea del Verrocchio, Antonio Lombardo, Pier Jacopo Alari Bonacolsi, Andrea della Robbia, Michelozzo di Bartolomeo, Michelangelo (represented by a freehand wax model and casts of his most famous sculptures), Jacopo Sansovino, Alessandro Algardi, Antonio Calcagni, Benvenuto Cellini (Medusa's head dated c. 1547), Agostino Busti, Bartolomeo Ammannati, Giacomo della Porta, Giambologna (Samson Slaying a Philistine (Giambologna) c. 1562, his finest work outside Italy), Bernini (Neptune and Triton c. 1622–3), Giovanni Battista Foggini, Vincenzo Foggini (Samson and the Philistines), Massimiliano Soldani Benzi, Antonio Corradini, Andrea Brustolon, Giovanni Battista Piranesi, Innocenzo Spinazzi, Canova, Carlo Marochetti and Raffaelle Monti. An unusual sculpture is the ancient Roman statue of Narcissus restored by Valerio Cioli c1564 with plaster. There are several small scale bronzes by Donatello, Alessandro Vittoria, Tiziano Aspetti and Francesco Fanelli in the collection. The largest item from Italy is the Chancel Chapel from Santa Chiara Florence dated 1493–1500, designed by Giuliano da Sangallo it is 11.1 metres in height by 5.4 metres square, it includes a grand sculpted tabernacle by Antonio Rossellino and coloured terracotta decoration.

Question: To which period is the largest item from Italy that is included in the sculpture collection dated?","The largest item from Italy that is included in the sculpture collection is dated 1493–1500, which corresponds to the Italian Renaissance period.",0.16,0.0,1.0
5666,The sculpture galleries that opened in 2006 were named after Dorothy and Michael Hintze.,Dorothy and Michael Hintze,"You are posed with a question answering task. You are given a context containing relevant information and a question about the content. The answer is contained within the context. Answer the question as concisely as possible. Do not add any extra context.

Context: With the opening of the Dorothy and Michael Hintze sculpture galleries in 2006 it was decided to extend the chronology of the works on display up to 1950; this has involved loans by other museums, including Tate Britain, so works by Henry Moore and Jacob Epstein along with other of their contemporaries are now on view. These galleries concentrate on works dated 1600 to 1950 by British sculptors, works by continental sculptors who worked in Britain, and works bought by British patrons from the continental sculptors, such as Canova's Theseus and the Minotaur. The galleries overlooking the garden are arranged by theme, tomb sculpture, portraiture, garden sculpture and mythology. Then there is a section that covers late 19th-century and early 20th-century sculpture, this includes work by Rodin and other French sculptors such as Dalou who spent several years in Britain where he taught sculpture.

Question: Who were the sculpture galleries that opened in 2006 named after?",The sculpture galleries that opened in 2006 were named after Dorothy and Michael Hintze.,0.4444444444444445,0.07069301148938888,1.0
5668,"The galleries overlooking the garden are arranged by theme: tomb sculpture, portraiture, garden sculpture, and mythology.",by theme,"You are posed with a question answering task. You are given a context containing relevant information and a question about the content. The answer is contained within the context. Answer the question as concisely as possible. Do not add any extra context.

Context: With the opening of the Dorothy and Michael Hintze sculpture galleries in 2006 it was decided to extend the chronology of the works on display up to 1950; this has involved loans by other museums, including Tate Britain, so works by Henry Moore and Jacob Epstein along with other of their contemporaries are now on view. These galleries concentrate on works dated 1600 to 1950 by British sculptors, works by continental sculptors who worked in Britain, and works bought by British patrons from the continental sculptors, such as Canova's Theseus and the Minotaur. The galleries overlooking the garden are arranged by theme, tomb sculpture, portraiture, garden sculpture and mythology. Then there is a section that covers late 19th-century and early 20th-century sculpture, this includes work by Rodin and other French sculptors such as Dalou who spent several years in Britain where he taught sculpture.

Question: How are the galleries overlooking the garden arranged?","The galleries overlooking the garden are arranged by theme: tomb sculpture, portraiture, garden sculpture, and mythology.",0.2222222222222222,0.012300686288463768,1.0
5675,"Besides countries of origin and date of production, the textiles are classified by technique.",by technique,"You are posed with a question answering task. You are given a context containing relevant information and a question about the content. The answer is contained within the context. Answer the question as concisely as possible. Do not add any extra context.

Context: The collection of textiles consists of more than 53,000 examples, mainly western European though all populated continents are represented, dating from the 1st century AD to the present, this is the largest such collection in the world. Techniques represented include weaving, printing, quilting embroidery, lace, tapestry and carpets. These are classified by technique, countries of origin and date of production. The collections are well represented in these areas: early silks from the Near East, lace, European tapestries and English medieval church embroidery.

Question: Besides countries of origin and date of production, how are the textiles classified?","Besides countries of origin and date of production, the textiles are classified by technique.",0.25,0.01428363257865929,1.0
5676,"The Cloth of St Gereon, a fragment of which is included in the V&A collection.",Cloth of St Gereon,"You are posed with a question answering task. You are given a context containing relevant information and a question about the content. The answer is contained within the context. Answer the question as concisely as possible. Do not add any extra context.

Context: The tapestry collection includes a fragment of the Cloth of St Gereon, the oldest known surviving European tapestry. A highlight of the collection is the four Devonshire Hunting Tapestries, very rare 15th-century tapestries, woven in the Netherlands, depicting the hunting of various animals; not just their age but their size make these unique. Both of the major English centres of tapestry weaving of the 16th and 17th centuries respectively, Sheldon & Mortlake are represented in the collection by several examples. Also included are tapestries from John Vanderbank's workshop which was the leading English tapestry manufactory in the late 17th century and early 18th century. Some of the finest tapestries are examples from the Gobelins workshop, including a set of 'Jason and the Argonauts' dating from the 1750s. Other continental centres of tapestry weaving with work in the collection include Brussels, Tournai, Beauvais, Strasbourg and Florence.

Question: What is the oldest surviving European tapestry in the V&A collection?","The Cloth of St Gereon, a fragment of which is included in the V&A collection.",0.4,0.06541868941754436,1.0
5677,The four Devonshire Hunting Tapestries were woven in the 15th century.,15th,"You are posed with a question answering task. You are given a context containing relevant information and a question about the content. The answer is contained within the context. Answer the question as concisely as possible. Do not add any extra context.

Context: The tapestry collection includes a fragment of the Cloth of St Gereon, the oldest known surviving European tapestry. A highlight of the collection is the four Devonshire Hunting Tapestries, very rare 15th-century tapestries, woven in the Netherlands, depicting the hunting of various animals; not just their age but their size make these unique. Both of the major English centres of tapestry weaving of the 16th and 17th centuries respectively, Sheldon & Mortlake are represented in the collection by several examples. Also included are tapestries from John Vanderbank's workshop which was the leading English tapestry manufactory in the late 17th century and early 18th century. Some of the finest tapestries are examples from the Gobelins workshop, including a set of 'Jason and the Argonauts' dating from the 1750s. Other continental centres of tapestry weaving with work in the collection include Brussels, Tournai, Beauvais, Strasbourg and Florence.

Question: In which century were the four Devonshire Hunting Tapestries woven?",The four Devonshire Hunting Tapestries were woven in the 15th century.,0.16666666666666669,0.018850319022747353,1.0
5678,The Devonshire Hunting Tapestries were woven in the Netherlands.,the Netherlands,"You are posed with a question answering task. You are given a context containing relevant information and a question about the content. The answer is contained within the context. Answer the question as concisely as possible. Do not add any extra context.

Context: The tapestry collection includes a fragment of the Cloth of St Gereon, the oldest known surviving European tapestry. A highlight of the collection is the four Devonshire Hunting Tapestries, very rare 15th-century tapestries, woven in the Netherlands, depicting the hunting of various animals; not just their age but their size make these unique. Both of the major English centres of tapestry weaving of the 16th and 17th centuries respectively, Sheldon & Mortlake are represented in the collection by several examples. Also included are tapestries from John Vanderbank's workshop which was the leading English tapestry manufactory in the late 17th century and early 18th century. Some of the finest tapestries are examples from the Gobelins workshop, including a set of 'Jason and the Argonauts' dating from the 1750s. Other continental centres of tapestry weaving with work in the collection include Brussels, Tournai, Beauvais, Strasbourg and Florence.

Question: Where were the Devonshire Hunting Tapestries made?",The Devonshire Hunting Tapestries were woven in the Netherlands.,0.3636363636363636,0.023980296761827107,1.0
5682,"William Morris designed ""The Forest"" tapestry of 1887.",William Morris,"You are posed with a question answering task. You are given a context containing relevant information and a question about the content. The answer is contained within the context. Answer the question as concisely as possible. Do not add any extra context.

Context: One of the earliest surviving examples of European quilting, the late 14th-century Sicilian Tristan Quilt, is also held by the collection. The collection has numerous examples of various types of textiles designed by William Morris, including, embroidery, woven fabrics, tapestries (Including 'The Forest' tapestry of 1887), rugs and carpets, as well as pattern books and paper designs. The art deco period is covered by rugs and fabrics designed by Marion Dorn. From the same period there is a rug designed by Serge Chermayeff.

Question: Who designed The Forest tapestry in the V&A collection?","William Morris designed ""The Forest"" tapestry of 1887.",0.4,0.05873949094699214,1.0
5686,The former name of the V&A Theatre & Performance galleries was the Theatre Museum.,Theatre Museum,"You are posed with a question answering task. You are given a context containing relevant information and a question about the content. The answer is contained within the context. Answer the question as concisely as possible. Do not add any extra context.

Context: The V&A Theatre & Performance galleries, formerly the Theatre Museum, opened in March 2009. The collections are stored by the V&A, and are available for research, exhibitions and other shows. They hold the UK's biggest national collection of material about live performance in the UK since Shakespeare's day, covering drama, dance, musical theatre, circus, music hall, rock and pop, and most other forms of live entertainment. Types of items displayed include costumes, set models, wigs, prompt books, and posters.

Question: What is the former name of the V&A Theatre & Performance galleries?",The former name of the V&A Theatre & Performance galleries was the Theatre Museum.,0.25,0.01428363257865929,1.0
5688,The UK's biggest national collection of material about live performance in the UK since Shakespeare's day.,material about live performance,"You are posed with a question answering task. You are given a context containing relevant information and a question about the content. The answer is contained within the context. Answer the question as concisely as possible. Do not add any extra context.

Context: The V&A Theatre & Performance galleries, formerly the Theatre Museum, opened in March 2009. The collections are stored by the V&A, and are available for research, exhibitions and other shows. They hold the UK's biggest national collection of material about live performance in the UK since Shakespeare's day, covering drama, dance, musical theatre, circus, music hall, rock and pop, and most other forms of live entertainment. Types of items displayed include costumes, set models, wigs, prompt books, and posters.

Question: What collection does the V&A Theatre & Performance galleries hold?",The UK's biggest national collection of material about live performance in the UK since Shakespeare's day.,0.3636363636363636,0.1531024544118244,1.0
5691,Conservation is responsible for the long-term preservation of the V&A collections.,Conservation,"You are posed with a question answering task. You are given a context containing relevant information and a question about the content. The answer is contained within the context. Answer the question as concisely as possible. Do not add any extra context.

Context: Conservation is responsible for the long-term preservation of the collections, and covers all the collections held by the V&A and the V&A Museum of Childhood. The conservators specialise in particular areas of conservation. Areas covered by conservator's work include ""preventive"" conservation this includes: performing surveys, assessments and providing advice on the handling of items, correct packaging, mounting and handling procedures during movement and display to reduce risk of damaging objects. Activities include controlling the museum environment (for example, temperature and light) and preventing pests (primarily insects) from damaging artefacts. The other major category is ""interventive"" conservation, this includes: cleaning and reintegration to strengthen fragile objects, reveal original surface decoration, and restore shape. Interventive treatment makes an object more stable, but also more attractive and comprehensible to the viewer. It is usually undertaken on items that are to go on public display.

Question: Which area is responsible for the long-term preservation of the V&A collections?",Conservation is responsible for the long-term preservation of the V&A collections.,0.14285714285714288,0.018850319022747353,1.0
